0,	0,	0.0,	0.0
1.33000004292,	0.225474223495,	1.52347416042,	0.165321767256
1.32700002193,	0.224965646863,	1.14455350326,	0.263685591592
1.33000004292,	0.225474223495,	1.24401060242,	0.176771133139
1.33500003815,	0.226321876049,	1.38076727858,	0.247470832284
1.33000004292,	0.225474223495,	1.37887598035,	0.196655788048
1.33200001717,	0.225813299417,	1.20457036659,	0.282665171844
1.33200001717,	0.225813299417,	1.33950352814,	0.156059191014
1.33800005913,	0.226830467582,	1.21410412563,	0.270089484669
1.33500003815,	0.226321876049,	1.23504493149,	0.164275104205
1.33500003815,	0.226321876049,	1.34888175727,	0.199621242178
1.33500003815,	0.226321876049,	0.981347714925,	0.239698153064
1.33500003815,	0.226321876049,	1.41598889503,	0.221390635012
1.33800005913,	0.226830467582,	1.27374604701,	0.267625264863
1.33800005913,	0.226830467582,	0.192776176097,	0.214994491575
1.34600007534,	0.228186696768,	1.72746193654,	0.207692748586
1.33800005913,	0.226830467582,	1.29406425813,	0.269117214292
1.33500003815,	0.226321876049,	1.43117256061,	0.154894046389
1.33800005913,	0.226830467582,	1.60769101836,	0.20119276105
